task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch	error_action
304	91/60f96d	8675d039-4efb-4743-82c4-2f2e66f7e9d6	RUN:PROFILE:TAXONOMY_NORIBO:BRACKEN	-	RUN:PROFILE:TAXONOMY_NORIBO:BRACKEN (7)	COMPLETED	0	-	wave.seqera.io/wt/9dfc3002c8d7/staphb/bracken:2.9	1	-	-	4 GB	1	2024-10-16 15:16:59.221	2024-10-16 15:17:28.881	2024-10-16 15:17:28.905	29.7s	459ms	harmon-queue	49.8%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	5.2 MB	1.6 KB	963	29	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/91/60f96dc10e3cb0ce8b4addac356a48	-	-
281	94/7e36aa	abd5a206-94cf-43f8-abee-6264f0c8e28b	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN	-	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN (1)	COMPLETED	0	-	wave.seqera.io/wt/9dfc3002c8d7/staphb/bracken:2.9	1	-	-	4 GB	1	2024-10-16 15:16:10.237	2024-10-16 15:17:28.753	2024-10-16 15:17:38.717	1m 28s	70ms	harmon-queue	37.9%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	101.9 KB	198 B	252	16	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/94/7e36aa7fbc292ab6f7176154a2bdb2	-	-
251	15/b3b171	f1202668-1afc-44fb-b54c-aa55fe89129d	RUN:HV:BOWTIE2_HV	-	RUN:HV:BOWTIE2_HV (11)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:13:38.999	2024-10-16 15:17:28.751	2024-10-16 15:17:38.662	4m	10s	harmon-queue	334.0%	0.9%	2.1 GB	3.9 GB	2.1 GB	3.9 GB	1.9 GB	60.5 MB	63003	4097	0	0	8585	16	-	s3://nao-harmon/test-dedup-cc2021/work/15/b3b171b803e36e419d5b520a27b91a	-	-
282	0e/2e0bbc	a2bfdd9e-0ca4-4cbf-9d4b-89ba4be96aa0	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN	-	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN (2)	COMPLETED	0	-	wave.seqera.io/wt/9dfc3002c8d7/staphb/bracken:2.9	1	-	-	4 GB	1	2024-10-16 15:16:10.239	2024-10-16 15:17:28.753	2024-10-16 15:17:38.751	1m 29s	534ms	harmon-queue	64.3%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	5.2 MB	1.6 KB	963	29	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/0e/2e0bbc690f87631edd59e0a37f59aa	-	-
288	8d/73e8a4	4d80dcc4-8257-454b-87bd-3665ce9fb0e3	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN	-	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN (3)	COMPLETED	0	-	wave.seqera.io/wt/9dfc3002c8d7/staphb/bracken:2.9	1	-	-	4 GB	1	2024-10-16 15:16:19.042	2024-10-16 15:17:28.779	2024-10-16 15:17:48.682	1m 30s	61ms	harmon-queue	41.9%	0.0%	1.5 MB	4.3 MB	1.5 MB	4.3 MB	101.9 KB	198 B	252	16	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/8d/73e8a46f4167ae1ab75b8e1d9188ad	-	-
278	29/795174	ebafc543-9c9e-40ea-9ea3-7e2439b915ed	RUN:HV:CUTADAPT	-	RUN:HV:CUTADAPT (16)	COMPLETED	0	-	wave.seqera.io/wt/deb0ba072aeb/pipecraft/cutadapt:0	16	-	-	32 GB	1	2024-10-16 15:15:18.986	2024-10-16 15:17:38.665	2024-10-16 15:17:48.668	2m 30s	13.4s	harmon-queue	494.5%	0.0%	211 MB	854.6 MB	211 MB	1.3 GB	121.2 MB	118 MB	2175	467	0	0	953	148	-	s3://nao-harmon/test-dedup-cc2021/work/29/7951741a88c8a5f7226c74402a3947	-	-
309	16/3e45a8	64d255b1-56f2-4d68-946e-dc5913df4d28	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN	-	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN (5)	COMPLETED	0	-	wave.seqera.io/wt/9dfc3002c8d7/staphb/bracken:2.9	1	-	-	4 GB	1	2024-10-16 15:17:29.039	2024-10-16 15:17:48.734	2024-10-16 15:17:48.746	19.7s	446ms	harmon-queue	56.5%	0.0%	1.5 MB	4.3 MB	1.5 MB	4.3 MB	5.2 MB	1.5 KB	963	29	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/16/3e45a89928db7255c4d87c4428142a	-	-
292	9b/abf0c4	6c5e6ab7-b437-4c2c-9110-cf044d67ff4e	RUN:HV:COUNT_ALIGNMENT_DUPLICATES	-	RUN:HV:COUNT_ALIGNMENT_DUPLICATES (1)	COMPLETED	0	-	wave.seqera.io/wt/63667ca34560/library/ubuntu:latest	1	-	-	4 GB	1	2024-10-16 15:16:30.612	2024-10-16 15:17:48.683	2024-10-16 15:17:48.719	1m 18s	241ms	harmon-queue	20.6%	0.0%	1.5 MB	4.2 MB	1.5 MB	4.2 MB	3.9 MB	483.7 KB	628	74	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/9b/abf0c4632fe1b2d24f37dd05ec98ce	-	-
299	03/cc2a3a	67765f7b-04d4-4adf-be1a-ee66397edd29	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN	-	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN (4)	COMPLETED	0	-	wave.seqera.io/wt/9dfc3002c8d7/staphb/bracken:2.9	1	-	-	4 GB	1	2024-10-16 15:16:39.087	2024-10-16 15:17:28.781	2024-10-16 15:17:48.733	1m 10s	703ms	harmon-queue	47.9%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	5.2 MB	1.5 KB	963	29	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/03/cc2a3a627929e403a5ff51be070a14	-	-
300	e2/b0f45b	e51f833c-37a3-46fd-8c32-c148f9218ad1	RUN:PROFILE:TAXONOMY_RIBO:LABEL_KRAKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_RIBO:LABEL_KRAKEN_REPORTS (4)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:16:39.026	2024-10-16 15:17:58.649	2024-10-16 15:17:58.663	1m 20s	2s	harmon-queue	149.6%	0.0%	112.3 MB	4.4 GB	112.3 MB	4.4 GB	17.7 MB	2 KB	2260	23	0	0	30	21	-	s3://nao-harmon/test-dedup-cc2021/work/e2/b0f45bad1a3068a2103fa45e7bc8dc	-	-
293	0b/2702ce	2c678408-0118-4c93-b511-b6051eb7d6ed	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_KRAKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_KRAKEN_REPORTS (3)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:16:38.955	2024-10-16 15:17:58.608	2024-10-16 15:17:58.648	1m 20s	2.3s	harmon-queue	115.2%	0.1%	125 MB	4.5 GB	125 MB	4.5 GB	17.7 MB	1.8 KB	2262	23	0	0	28	24	-	s3://nao-harmon/test-dedup-cc2021/work/0b/2702cecbdf6f4cf1ea1ffceb6737c7	-	-
303	53/98f072	ac870ac6-3b42-4acc-aaa7-4b325c40c133	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_KRAKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_KRAKEN_REPORTS (7)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:16:58.964	2024-10-16 15:17:58.699	2024-10-16 15:17:58.721	59.8s	2s	harmon-queue	127.5%	0.0%	107.8 MB	4.4 GB	107.8 MB	4.4 GB	17.7 MB	2 KB	2260	23	0	0	23	20	-	s3://nao-harmon/test-dedup-cc2021/work/53/98f07252b9b7f6654cfc2b82874fe6	-	-
313	83/68e69e	5e0a43bd-ce32-47e3-8d99-26b45d5c9ed2	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS (1)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:17:29.079	2024-10-16 15:17:58.739	2024-10-16 15:17:58.755	29.7s	2.1s	harmon-queue	189.9%	0.0%	112.8 MB	4.4 GB	112.8 MB	4.4 GB	17.7 MB	1.8 KB	2263	23	0	0	51	67	-	s3://nao-harmon/test-dedup-cc2021/work/83/68e69e0e88f95fa1d0b4bf124004f1	-	-
302	02/493aaf	a91c398e-ef85-412d-b035-a889cec794c9	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_KRAKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_KRAKEN_REPORTS (6)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:16:48.877	2024-10-16 15:17:58.664	2024-10-16 15:17:58.698	1m 10s	2s	harmon-queue	182.2%	0.0%	98.1 MB	4.4 GB	98.1 MB	4.4 GB	17.7 MB	1.8 KB	2263	23	0	0	57	29	-	s3://nao-harmon/test-dedup-cc2021/work/02/493aafa10fd7f51a8b6fda5649613c	-	-
317	34/9f54d0	688c8cfe-b5f4-41b1-9bff-690270ca94dc	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS (5)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:17:29.537	2024-10-16 15:17:58.757	2024-10-16 15:17:58.777	29.2s	2s	harmon-queue	140.0%	0.0%	93.2 MB	4.4 GB	93.2 MB	4.4 GB	17.7 MB	1.9 KB	2260	23	0	0	35	37	-	s3://nao-harmon/test-dedup-cc2021/work/34/9f54d0a2f4d18d344f9a7972c4fa3d	-	-
311	fe/01d720	c1e7b7e1-f3b3-4699-8f8e-90315af45ae2	RUN:HV:EXTRACT_UNCONC_READS	-	RUN:HV:EXTRACT_UNCONC_READS (6)	COMPLETED	0	-	wave.seqera.io/wt/24c29a36e239/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-16 15:17:29.073	2024-10-16 15:17:48.747	2024-10-16 15:17:58.739	29.7s	73ms	harmon-queue	26.7%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	204.8 KB	223 B	218	14	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/fe/01d72060ea7f8e08fdd25ff5804dda	-	-
318	fc/4cce77	1c0ee49e-f31d-4b8b-ae8d-1d9c7b2ffbcb	RUN:PROFILE:TAXONOMY_RIBO:LABEL_BRACKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_RIBO:LABEL_BRACKEN_REPORTS (1)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:17:38.980	2024-10-16 15:17:58.778	2024-10-16 15:17:58.811	19.8s	2.1s	harmon-queue	147.2%	0.0%	81.1 MB	4.4 GB	81.1 MB	4.4 GB	17.7 MB	1.8 KB	2262	23	0	0	27	52	-	s3://nao-harmon/test-dedup-cc2021/work/fc/4cce773d4044347ac6475d4b98d693	-	-
266	3b/d98d04	219ce819-7f79-4360-a0c1-69bcc03daadf	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (13)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:14:19.039	2024-10-16 15:16:58.649	2024-10-16 15:18:08.651	3m 50s	40.4s	harmon-queue	791.8%	2.6%	6.2 GB	35.9 GB	6.2 GB	35.9 GB	1 GB	785.4 MB	62205	25120	0	104 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/3b/d98d04af42379edf4d4beba8c035cc	-	-
306	e7/e4bfac	51f97e3c-a7b1-40d8-9497-0095676f9d57	RUN:HV:TRIMMOMATIC	-	RUN:HV:TRIMMOMATIC (13)	COMPLETED	0	-	wave.seqera.io/wt/88f5a2a8f976/staphb/trimmomatic:0.39	16	-	-	32 GB	1	2024-10-16 15:17:09.055	2024-10-16 15:17:28.906	2024-10-16 15:18:08.680	59.6s	36.9s	harmon-queue	66.6%	0.4%	1002.6 MB	37.2 GB	1002.9 MB	42 GB	6.9 MB	12.4 MB	13539	1654673	0	60 KB	10	0	-	s3://nao-harmon/test-dedup-cc2021/work/e7/e4bfac4f1992502489393e4d996053	-	-
325	54/0f2d30	3ac083fc-12fd-4fd5-ac82-553f54e5a5f2	RUN:PROFILE:TAXONOMY_RIBO:LABEL_BRACKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_RIBO:LABEL_BRACKEN_REPORTS (5)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:17:49.066	2024-10-16 15:17:58.812	2024-10-16 15:18:08.757	19.7s	1.9s	harmon-queue	169.5%	0.0%	102.2 MB	4.4 GB	102.2 MB	4.4 GB	17.7 MB	1.9 KB	2260	23	0	0	34	15	-	s3://nao-harmon/test-dedup-cc2021/work/54/0f2d30c144c211877007170d363c18	-	-
322	13/ac3d21	95a94702-92b7-46e4-917e-6a63c0599271	RUN:PROFILE:TAXONOMY_RIBO:LABEL_BRACKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_RIBO:LABEL_BRACKEN_REPORTS (3)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:17:49.066	2024-10-16 15:17:58.812	2024-10-16 15:18:08.794	19.7s	2.1s	harmon-queue	179.6%	0.1%	127.3 MB	4.5 GB	127.3 MB	4.5 GB	17.7 MB	1.8 KB	2263	23	0	0	71	11	-	s3://nao-harmon/test-dedup-cc2021/work/13/ac3d21e290a8ab6daf2bda80a9e337	-	-
326	74/7a4f87	f5464731-2726-495c-abb9-21b317f95828	RUN:HV:COMBINE_MAPPED_BOWTIE2_READS	-	RUN:HV:COMBINE_MAPPED_BOWTIE2_READS (1)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:17:59.124	2024-10-16 15:18:18.676	2024-10-16 15:18:18.714	19.6s	91ms	harmon-queue	10.1%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	802.2 KB	730.5 KB	215	21	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/74/7a4f87df83babec5d93dfd3d82af44	-	-
275	af/d279cd	57f00598-8f46-4466-a940-59d0c558cdc3	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (15)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:14:48.978	2024-10-16 15:17:38.665	2024-10-16 15:18:18.663	3m 30s	42.4s	harmon-queue	785.5%	3.8%	9.7 GB	43.8 GB	9.7 GB	44 GB	1 GB	782.1 MB	60374	25008	0	780 KB	6991	11689	-	s3://nao-harmon/test-dedup-cc2021/work/af/d279cd9409f3abdefcac9b3c06f790	-	-
270	b6/89f214	ec231ce3-1c74-495f-8338-6c107cd0a1a3	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (14)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:14:29.034	2024-10-16 15:17:38.664	2024-10-16 15:18:18.649	3m 50s	41.9s	harmon-queue	786.3%	4.0%	10 GB	38.8 GB	10 GB	38.8 GB	1 GB	782.9 MB	61067	25075	0	764 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/b6/89f214658905c95c0cb51ecb485cb1	-	-
305	01/3b5c8a	b13c901b-43fd-4f13-afb9-6a7810e405a0	RUN:HV:TRIMMOMATIC	-	RUN:HV:TRIMMOMATIC (12)	COMPLETED	0	-	wave.seqera.io/wt/88f5a2a8f976/staphb/trimmomatic:0.39	16	-	-	32 GB	1	2024-10-16 15:17:09.060	2024-10-16 15:17:28.906	2024-10-16 15:18:18.675	1m 10s	43.8s	harmon-queue	58.4%	0.7%	1.6 GB	37.1 GB	1.6 GB	42 GB	7.9 MB	14.5 MB	15618	1941382	0	68 KB	10	0	-	s3://nao-harmon/test-dedup-cc2021/work/01/3b5c8aa3d5568e4d16224781f93505	-	-
319	11/6559cc	7a635d1c-8c94-48ce-b697-a463ba218fce	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED	-	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED (11)	COMPLETED	0	-	wave.seqera.io/wt/a93b7dbc0ebc/pandas/pandas:pip-all	1	-	-	4 GB	1	2024-10-16 15:17:39.011	2024-10-16 15:18:28.669	2024-10-16 15:18:28.708	49.7s	2.3s	harmon-queue	209.4%	0.0%	111.5 MB	1.6 GB	116.4 MB	1.6 GB	31 MB	11 MB	3396	1442	0	112 KB	2655	25	-	s3://nao-harmon/test-dedup-cc2021/work/11/6559cc624650263210277c45ebd7d7	-	-
285	9a/6aa972	c99a5e5b-e2c1-4f9b-9741-7c7591f8cb6a	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (16)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:16:19.130	2024-10-16 15:17:48.682	2024-10-16 15:18:28.655	2m 10s	40.5s	harmon-queue	793.2%	2.6%	6.2 GB	35.9 GB	6.2 GB	35.9 GB	1 GB	780.6 MB	61984	24983	0	540 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/9a/6aa972ddceb7336dc24da62b38e367	-	-
320	58/87778c	a6587bcb-77b6-4e98-82f3-37407b5ea4c4	RUN:HV:EXTRACT_UNCONC_READ_IDS	-	RUN:HV:EXTRACT_UNCONC_READ_IDS (11)	COMPLETED	0	-	wave.seqera.io/wt/3de20233d727/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-16 15:17:39.048	2024-10-16 15:18:28.709	2024-10-16 15:18:28.723	49.7s	435ms	harmon-queue	88.5%	0.0%	6.4 MB	10.5 MB	6.4 MB	10.5 MB	16.8 MB	186 B	2320	13	0	0	1	1	-	s3://nao-harmon/test-dedup-cc2021/work/58/87778c1135710d59d26d9f9fb3b4e3	-	-
328	15/17b99b	951dd1eb-4d6c-417d-ab00-99e685154bcb	RUN:PROFILE:TAXONOMY_RIBO:BBMERGE	-	RUN:PROFILE:TAXONOMY_RIBO:BBMERGE (12)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:18:09.559	2024-10-16 15:18:18.715	2024-10-16 15:18:28.749	19.2s	1.4s	harmon-queue	443.2%	0.0%	122 MB	11.5 GB	122 MB	11.5 GB	46.3 MB	40.2 MB	4873	1356	0	32 KB	509	882	-	s3://nao-harmon/test-dedup-cc2021/work/15/17b99bb8e9e45fb271aa0eff51d4e9	-	-
307	85/068c2b	70b599be-b701-4d83-8358-bfa2858996e0	RUN:HV:TRIMMOMATIC	-	RUN:HV:TRIMMOMATIC (14)	COMPLETED	0	-	wave.seqera.io/wt/88f5a2a8f976/staphb/trimmomatic:0.39	16	-	-	32 GB	1	2024-10-16 15:17:19.199	2024-10-16 15:17:38.753	2024-10-16 15:18:28.668	1m 9s	42.1s	harmon-queue	67.2%	0.5%	1.2 GB	37.3 GB	1.2 GB	42 GB	7.8 MB	14 MB	15305	1848156	0	72 KB	10	0	-	s3://nao-harmon/test-dedup-cc2021/work/85/068c2bad21f39dc6eaef9b864e5971	-	-
327	25/09fde7	8efb87b4-20f2-4390-aae9-69641ef0209d	RUN:PROFILE:TAXONOMY_NORIBO:BBMERGE	-	RUN:PROFILE:TAXONOMY_NORIBO:BBMERGE (12)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:18:09.002	2024-10-16 15:18:18.714	2024-10-16 15:18:28.736	19.7s	2.9s	harmon-queue	1446.4%	0.1%	376.2 MB	11.8 GB	376.2 MB	11.9 GB	683.6 MB	664.9 MB	43494	21174	0	80 KB	7770	12465	-	s3://nao-harmon/test-dedup-cc2021/work/25/09fde7bb9ac460961c40fff6c054ce	-	-
231	e1/566894	ec0e998d-07a5-4dc9-976c-b6bf0e6db9ff	RUN:PROFILE:TAXONOMY_RIBO:KRAKEN	-	RUN:PROFILE:TAXONOMY_RIBO:KRAKEN (7)	COMPLETED	0	-	wave.seqera.io/wt/8f8bc22b1ef4/staphb/kraken2:2.1.3	16	-	-	128 GB	1	2024-10-16 15:13:20.433	2024-10-16 15:16:08.715	2024-10-16 15:18:38.627	5m 18s	2m 14s	harmon-queue	69.7%	30.6%	77.1 GB	78.8 GB	77.8 GB	79.8 GB	77.8 GB	369 B	280	18	0	0	269824	49803	-	s3://nao-harmon/test-dedup-cc2021/work/e1/566894e254dece2b9b0837cccfc2f6	-	-
234	2f/84f527	5b82eb06-5a05-42e0-8b6d-599a6c818b8d	RUN:PROFILE:TAXONOMY_RIBO:KRAKEN	-	RUN:PROFILE:TAXONOMY_RIBO:KRAKEN (8)	COMPLETED	0	-	wave.seqera.io/wt/8f8bc22b1ef4/staphb/kraken2:2.1.3	16	-	-	128 GB	1	2024-10-16 15:13:20.563	2024-10-16 15:16:48.634	2024-10-16 15:18:38.655	5m 18s	1m 44s	harmon-queue	93.4%	31.4%	75.4 GB	78.8 GB	77.8 GB	78.8 GB	77.8 GB	834 B	281	27	0	0	158560	52905	-	s3://nao-harmon/test-dedup-cc2021/work/2f/84f527f5ebb281ccb174ef88176b63	-	-
246	cc/36f982	c9ba383d-c7da-4497-99a4-13f01ad1c8a4	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED	-	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED (7)	COMPLETED	0	-	wave.seqera.io/wt/a93b7dbc0ebc/pandas/pandas:pip-all	1	-	-	4 GB	1	2024-10-16 15:13:29.043	2024-10-16 15:18:28.623	2024-10-16 15:18:38.698	5m 10s	4s	harmon-queue	138.6%	0.0%	110.7 MB	1.6 GB	115.6 MB	1.6 GB	34.5 MB	13.4 MB	3837	1754	0	112 KB	2550	88	-	s3://nao-harmon/test-dedup-cc2021/work/cc/36f982acaf27e8ce4589abbf6f1b66	-	-
248	e4/1967ca	e64dece1-a3e2-4ece-9bad-f905950e8995	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED	-	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED (8)	COMPLETED	0	-	wave.seqera.io/wt/a93b7dbc0ebc/pandas/pandas:pip-all	1	-	-	4 GB	1	2024-10-16 15:13:29.136	2024-10-16 15:18:28.624	2024-10-16 15:18:38.761	5m 10s	2.1s	harmon-queue	150.4%	0.0%	111.4 MB	1.6 GB	116.3 MB	1.6 GB	21 MB	4.4 MB	2119	577	0	112 KB	73	33	-	s3://nao-harmon/test-dedup-cc2021/work/e4/1967caeb86bbe047f8249510200568	-	-
250	c2/7c6f6f	301df285-1122-4736-a47f-5d424b7a29d2	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP	-	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP (9)	COMPLETED	0	-	wave.seqera.io/wt/91cb007c5c0f/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-16 15:13:38.870	2024-10-16 15:18:28.624	2024-10-16 15:18:38.779	5m	0ms	harmon-queue	31.7%	0.0%	648 KB	6 MB	648 KB	6 MB	22.9 KB	716 B	107	19	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/c2/7c6f6f838e8517a3e72e60793f657f	-	-
238	b5/5cc006	f9e9e3f8-3800-4f0c-a998-af7de1934ca6	RUN:PROFILE:TAXONOMY_NORIBO:KRAKEN	-	RUN:PROFILE:TAXONOMY_NORIBO:KRAKEN (9)	COMPLETED	0	-	wave.seqera.io/wt/8f8bc22b1ef4/staphb/kraken2:2.1.3	16	-	-	128 GB	1	2024-10-16 15:13:29.073	2024-10-16 15:16:48.645	2024-10-16 15:18:38.748	5m 10s	1m 42s	harmon-queue	93.2%	32.0%	76.8 GB	78.8 GB	77.8 GB	78.9 GB	77.8 GB	461 B	281	20	0	0	175722	53439	-	s3://nao-harmon/test-dedup-cc2021/work/b5/5cc00694e129c7e24e4cf9f9115c3f	-	-
252	06/43bdc3	c56845ef-0b4d-4546-acc8-7e37d0560c90	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED	-	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED (9)	COMPLETED	0	-	wave.seqera.io/wt/a93b7dbc0ebc/pandas/pandas:pip-all	1	-	-	4 GB	1	2024-10-16 15:13:39.073	2024-10-16 15:18:28.625	2024-10-16 15:18:38.811	5m	2.9s	harmon-queue	159.9%	0.0%	110.3 MB	1.6 GB	115.3 MB	1.6 GB	27.3 MB	8.6 MB	2920	1131	0	112 KB	1421	156	-	s3://nao-harmon/test-dedup-cc2021/work/06/43bdc3d3ed106aa5df987429622354	-	-
253	c2/bf5d06	77f572ac-1738-40cc-9968-ad56a63af2d4	RUN:HV:EXTRACT_UNCONC_READ_IDS	-	RUN:HV:EXTRACT_UNCONC_READ_IDS (9)	COMPLETED	0	-	wave.seqera.io/wt/3de20233d727/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-16 15:13:39.060	2024-10-16 15:18:28.625	2024-10-16 15:18:38.797	5m	835ms	harmon-queue	54.0%	0.0%	6.4 MB	10.5 MB	6.4 MB	10.5 MB	13.1 MB	193 B	1845	13	0	0	1	0	-	s3://nao-harmon/test-dedup-cc2021/work/c2/bf5d063ca0e3bd6b5c96e2ca17da56	-	-
235	c7/0f4511	d97e39e8-b923-4cf1-aaea-0e50538db98b	RUN:PROFILE:TAXONOMY_NORIBO:KRAKEN	-	RUN:PROFILE:TAXONOMY_NORIBO:KRAKEN (8)	COMPLETED	0	-	wave.seqera.io/wt/8f8bc22b1ef4/staphb/kraken2:2.1.3	16	-	-	128 GB	1	2024-10-16 15:13:20.508	2024-10-16 15:16:38.751	2024-10-16 15:18:38.642	5m 18s	1m 44s	harmon-queue	90.0%	31.4%	75.4 GB	78.8 GB	77.8 GB	79 GB	77.8 GB	366 B	280	18	0	0	188112	53252	-	s3://nao-harmon/test-dedup-cc2021/work/c7/0f4511ab753a375e0bc1f496e31746	-	-
